20240907 群: 719790842,#genre#
福建龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8
福建龙岩综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8
福建漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
福建漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
福建三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
福建建宁综合,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8?zfud
福建云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
甘肃频道,#genre#
甘肃都市,
甘肃经济,
甘肃文化影视,
甘肃少儿,
甘肃公共应急,
兰州新闻综合,
兰州文旅频道,
崆峒综合,
陇西,
甘肃经济频道,http://5f11df.tv.netsite.cc/proxy/1373372389/1373372389.m3u8
甘肃经济频道,http://tvbox.netsite.cc/proxy/1373372389/1373372389.m3u8
甘肃都市频道,http://5f11df.tv.netsite.cc/proxy/1238488351/1238488351.m3u8
广东频道,#genre#
广州竞赛,
增城台,
东莞新闻综合,
东莞生活资讯,
佛山综合,
佛山公共,
佛山影视,
南海综合,
顺德综合,
广东珠海1,
珠海2,
斗门融媒,
惠州1,
惠州2,
博罗综合,
惠东综合,
惠阳台,
潮州民生,
潮安综合,
饶平台,
揭阳综合,
揭阳生活,
揭东综合,
中山综合,
中山香山文化,
中山教育,
江门综合,
江门侨乡生活,
鹤山综合,
新会综合,
梅州1,
梅州2,
梅州导视,
梅县综合,
平远综合,
五华台,
兴宁台,
茂名综合,
茂名文化生活,
信宜台,
化州综合,
云浮综合,
云浮文旅,
清远新闻综合,
清远文旅生活,
佛冈综合,
英德综合,
汕尾新闻综合,
汕尾文化生活,
廉江综合1,
廉江综合2,
湛江综合,
湛江公共,
韶关新闻综合,
韶关绿色生活,
始兴综合,
肇庆综合,
肇庆生活服务,
怀集综合,
广州综合,
广州新闻,
广州影视,
广州法治,
清新综合,
阳江1,
阳江2,
岭南戏曲,http://gmxw.7766.org:808/hls/16/index.m3u8
嘉佳卡通,http://gmxw.7766.org:808/hls/8/index.m3u8
嘉佳卡通,https://cntv.lat/tv/live.php?auth=231110&id=jjkt
广东珠江,http://218.13.170.98:9901/tsfile/live/1000_1.m3u8
广东珠江,http://120.197.112.28:8800/hls/33/index.m3u8
广东珠江,http://gmxw.7766.org:808/hls/83/index.m3u8
广东珠江,http://www.recker.cc:4022/udp/239.77.0.1:5146
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/index.m3u8
广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/1000000004000011655/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=3
广东珠江,http://php.jdshipin.com:8880/chudian.php?id=gdzj
广东珠江,http://218.17.205.210:9901/tsfile/live/1000_1.m3u8
广东珠江,http://219.159.194.249:8181/tsfile/live/1000_1.m3u8?key=txiptv
广东珠江,http://113.86.204.95:9999/udp/239.77.0.114:5146
广东珠江,http://113.100.72.95:8899/udp/239.77.0.114:5146
广东珠江,http://116.23.178.131:88/hls/24/index.m3u8
广东珠江,http://jyjxy.7766.org:8811/hls/17/index.m3u8
广东珠江,http://120.197.112.28:9901/tsfile/live/1019_1.m3u8
南国都市,http://api2.52tb.xyz/info?id=419&token=20230326xflvzc
潮州综合,http://www.zzlag.top:9087/tsfile/live/1066_1.m3u8?key=txiptv
广东体育,http://gmxw.7766.org:808/hls/2/index.m3u8
广东体育,http://api2.52tb.xyz/info?id=414&token=20230326xflvzc
广东体育,http://219.135.208.218:8083/tsfile/live/1000_1.m3u8
广东体育,http://27.46.125.175:808/hls/28/index.m3u8
广东体育,http://jyjxy.7766.org:8811/hls/18/index.m3u8
广东体育,http://ci.emdoor.tech:8080/touchtv.php?pk=1184
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
广东经济科教,http://live.cooltv.top/tv/gd.php?id=jjkj
广东经济科教,http://113.86.205.10:808/hls/129/index.m3u8
广东民生,http://gmxw.7766.org:808/hls/18/index.m3u8
广东民生,http://mom.coms.hk:9901/tsfile/live/1003_1.m3u8
广东民生,http://ci.emdoor.tech:8080/touchtv.php?pk=1185
广东卫视,http://58.223.166.16/live2.rxip.sc96655.com/live/gdwsH265_4000.m3u8
广东卫视,http://5f11df.tv.netsite.cc/proxy/1094148202/1094148202.m3u8
广东卫视,http://117.161.12.124/live/program/live/gdwshd8m/8000000/mnf.m3u8
广东卫视,http://58.248.112.205:8006/GD_CUCC/G_GUANGDONG-CQ.m3u8?Authinfo=3iRp8RZG1d3hGsaPmj%2FtHfgbSbSCTYnboG1IAsnN%2B8QE6B7fY0qM5PCisIiFJCnl
广东卫视,http://59.44.102.18:8888/newlive/live/hls/38/live.m3u8
广东卫视,http://120.87.97.246:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKvgbSbSCTYnboG1IAsnN%2B8SqEfgQMFPe4ummH0FzRlHZ&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715177814221&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e38ada34b4c42&FvSeid=77fd5578ee255a62&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4280&Fsv_chan_hls_se_idx=51&Fsv_TBt=8467184&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_GUANGDONG-CQ&Fsv_CMSID=GD_CUCC
广东卫视,http://118.144.105.55:91/live/GDWS-1500k/live.m3u8
广东卫视,http://118.144.105.55:91/live/GDWShd-8M/live.m3u8
广东卫视,http://39.135.133.177:80/wh7f454c46tw1795581319_-1194261384/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8?
广东卫视,http://43.132.64.50/outlivecloud-cdn.ysp.cctv.cn/ysp/2024060903.m3u8
广东卫视,http://113.119.39.121:808/hls/2/index.m3u8
广东卫视,http://113.101.119.52:808/hls/152/index.m3u8
广东卫视,http://video.qd.sdu.edu.cn/liverespath/57e80ee85ec1f4e523e1bca55f5a676abd292db8/index.m3u8
广东卫视,http://222.188.68.38:8888/newlive/live/hls/43/live.m3u8
广东卫视,http://36.96.38.246:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://219.137.29.178:4433/tsfile/live/0125_1.m3u8
广东卫视,http://gxft.7766.org:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.71.176.182:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://111.207.22.10:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://metatvpro.xyz:25461/W1045/4329/417
珠江,http://gmxw.7766.org:808/hls/83/index.m3u8
广东少儿,http://gmxw.7766.org:808/hls/175/index.m3u8
广东少儿,http://live.cooltv.top/tv/gd.php?id=gdse
广东新闻,http://120.197.112.28:8800/hls/74/index.m3u8
广东新闻,http://14.29.76.30:9901/tsfile/live/1001_1.m3u8
广东新闻,http://121.33.239.242:9901/tsfile/live/1008_1.m3u8
广东新闻,http://113.101.119.52:808/hls/106/index.m3u8
广东新闻,http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8
广东新闻,http://mom.cloudns.be:9901/tsfile/live/1008_1.m3u8
广东新闻,http://live.cooltv.top/tv/gd.php?id=gdxw
广东卫视HD,http://120.76.248.139/live/bfgd/4200000092.m3u8
广东卫视HD,http://ddns.372101.best:9981/stream/channelid/1273748313?profile=pass
广东卫视HD,http://jh.d7g.cn/tv/zx2023.php?id=364
广东影视,http://gmxw.7766.org:808/hls/6/index.m3u8
广东影视,http://www.zzlag.top:9087/tsfile/live/1040_1.m3u8?key=txiptv
广东影视,http://121.33.239.242:9901/tsfile/live/1002_1.m3u8
广东影视,http://mom.coms.hk:9901/tsfile/live/1002_1.m3u8
广东影视,http://live.cooltv.top/tv/gd.php?id=gdys
广东大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8
广东 ‖ 清新综合台 (1080p),http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
广东 ‖ 清新综合台 (1080p),http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
广东新闻高清,http://1b6467f415.iok.la:9931/tsfile/live/1012_1.m3u8
珠江频道,http://www.zzlag.top:9087/tsfile/live/1037_1.m3u8?key=txiptv
广东珠江[触电],http://php.jdshipin.com:8880/chudian.php?id=gdzj
广东深圳都市,http://livepull-tcyzb.sztv.com.cn/showto_live/dushi01.m3u8
广东GRTN文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
广东GRTN文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721
广东GRTN文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
广东阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8?zguangd
广东阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8?zguangd
河源综合 (540p),https://5ab772334c39c.streamlock.net/live-calitv/calitv1/playlist.m3u8
广西频道,#genre#
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8?zguangxd
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8
崇左综合,
贺州,
南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁影视娱乐,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8?zguangxd
南宁公共,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
南宁公共,http://live.cztv.cc:85/live/ggpd.m3u8
南宁公共,http://api2.52tb.xyz/info?id=724&token=20230331czbpek
南宁公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8?zguangxd
南宁都市生活,http://live.cztv.cc:85/live/ggpd.m3u8
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8
广西卫视,http://58.223.166.16/live2.rxip.sc96655.com/live/gxws_4000.m3u8
广西卫视,http://58.220.219.14:9901/tsfile/live/0113_1.m3u8?key=txiptv
广西卫视,http://5f11df.tv.netsite.cc/proxy/1770922842/1770922842.m3u8
广西卫视,http://118.144.105.55:91/live/GXWS-1500k/live.m3u8
广西卫视,http://120.87.97.245:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKkIecLjXoLUiOhb4XqRrxOuvJ2bhovth1ZiNfRiDsRl0&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715179210822&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e4396f49e6225&FvSeid=77fd5578ee3b2d07&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1039&Fsv_chan_hls_se_idx=18&Fsv_TBt=4356480&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_GUANGXI-HQ&Fsv_CMSID=GD_CUCC
广西卫视,http://112.25.105.140/sx.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294203.m3u8
广西卫视,http://219.159.147.195:9901/tsfile/live/1002_1.m3u8
广西卫视,http://58.248.112.205:8006/GD_CUCC/G_GUANGXI-HQ.m3u8?Authinfo=rXkmbbZhLH3Xhx6sgXqqNUIecLjXoLUiOhb4XqRrxOtj2euKCnEg1Eg8B4cNSNUX
广西卫视,http://tvbox.netsite.cc/proxy/1407270894/1407270894.m3u8
广西卫视,http://117.161.12.124/live/program/live/gxwshd8m/8000000/mnf.m3u8
广西卫视,http://43.132.64.50/outlivecloud-cdn.ysp.cctv.cn/ysp/2024060703.m3u8
广西卫视,http://video.qd.sdu.edu.cn/liverespath/15f9ffc8f72eb7f7ddfe79669f246e4db4acc3c1/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
广西卫视,http://metatvpro.xyz:25461/W1045/4329/420
广西卫视,http://ddns.372101.best:9981/stream/channelid/1065670350?profile=pass
广西影视,http://116.9.204.242:9901/tsfile/live/0124_1.m3u8
广西综艺,http://116.9.204.242:9901/tsfile/live/0125_1.m3u8
广西综艺,http://171.106.217.221:8181/tsfile/live/1055_1.m3u8
广西都市,http://116.9.204.242:9901/tsfile/live/1002_1.m3u8
广西|广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8
广西|广西都市,http://116.9.204.242:9901/tsfile/live/1002_1.m3u8
广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8
广西新闻,https://epg.pw/stream/597b16418e43bcc202797d8d78faf9a0139b0c4cc7de59796c8aa4c46b805cf1.m3u8
广西综艺旅游HD,http://117.141.194.182:39581/stream/channelid/1561358547
广西|广西综艺,http://116.9.204.242:9901/tsfile/live/0125_1.m3u8
广西|广西影视,http://116.9.204.242:9901/tsfile/live/0124_1.m3u8
广西新闻HD,http://117.141.194.182:39581/stream/channelid/1597476548
广西新闻综合,http://117.141.194.182:39581/stream/channelid/1214657059
广西都市HD,http://117.141.194.182:39581/stream/channelid/1295204592
广西影视HD,http://117.141.194.182:39581/stream/channelid/1832440358
南宁影视娱乐 (720p) [Not 24/7],http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁影视娱乐 (720p) [Not 24/7],http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
广西卫视HD,http://120.76.248.139/live/bfgd/4200000116.m3u8
广西卫视HD,http://ddns.372101.best:9981/stream/channelid/31882008?profile=pass
广西罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd
广西|南宁影视娱乐,http://api2.52tb.xyz/info?id=723&token=20230218htjgzi
广西卫视高清,http://180.143.86.242:8181/tsfile/live/1030_1.m3u8
广西|南宁新闻综合,http://api2.52tb.xyz/info?id=721&token=20230218htjgzi
广西|南宁公共,http://api2.52tb.xyz/info?id=724&token=20230218htjgzi
广西|南宁都市生活,http://api2.52tb.xyz/info?id=722&token=20230218htjgzi
广西北海新闻,http://rtmp.gdlive.gdmain.com/live/09em4xbl.m3u8
广西桂林新闻,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
贵州频道,#genre#
贵州-2,
贵州-3,
贵州-4,
贵州-5,
贵州-6,
毕节-1,
毕节-2,
黔西南综合,
黔西南公共,
黔南综合,
黔东南综合,
凯里综合,
雷山综合,
安顺新闻综合,
安顺公共频道,
瓮安综合,
思南综合,
遵义综合,
遵义都市,
贵州卫视,http://5f11df.tv.netsite.cc/proxy/344811278/344811278.m3u8
贵州卫视,http://58.248.112.205:8006/GD_CUCC/G_GUIZHOU-CQ.m3u8?Authinfo=3iRp8RZG1d3hGsaPmj%2FtHWs5lc8HFQLTI9VPV%2F62TTuRQN%2BYLDq5f9pmexwERDLi
贵州卫视,http://58.248.112.205:8006/GD_CUCC/G_GUIZHOU-CQ.m3u8?Authinfo=rXkmbbZhLH3Xhx6sgXqqNWs5lc8HFQLTI9VPV%2F62TTtga6C9mmCwOdyojSJe64LJ
贵州卫视,http://58.248.112.229:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKms5lc8HFQLTI9VPV%2F62TTvoUIVS7GXMM5XnqjLoqMGn&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715180048627&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e4a2287e30f84&FvSeid=77fd5578ee48469c&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=18107&Fsv_chan_hls_se_idx=45&Fsv_TBt=8466792&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_GUIZHOU-CQ&Fsv_CMSID=GD_CUCC
贵州卫视,http://117.141.194.182:39581/stream/channelid/802097085
贵州卫视,http://112.25.105.140/sx.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000293303.m3u8
贵州卫视,http://58.48.37.158:1111/tsfile/live/0120_1.m3u8
贵州卫视,http://59.44.102.18:8888/newlive/live/hls/34/live.m3u8
贵州卫视,http://58.223.166.16/live2.rxip.sc96655.com/live/gzwsH265_4000.m3u8
贵州卫视,http://118.144.105.55:91/live/GZWShd-8M/live.m3u8
贵州卫视,http://118.144.105.55:91/live/GZWS-1500k/live.m3u8
贵州卫视,http://117.161.12.124/live/program/live/gzwshd8m/8000000/mnf.m3u8
贵州卫视,http://43.132.64.50/outlivecloud-cdn.ysp.cctv.cn/ysp/2024061603.m3u8
贵州卫视,http://5f11df.tv.netsite.cc/proxy/1478277200/1478277200.m3u8
贵州卫视,http://ddns.372101.best:9981/stream/channelid/851830223?profile=pass
贵州卫视,http://5f11df.tv.netsite.cc/proxy/1494390345/1494390345.m3u8
贵州卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,http://222.188.68.38:8888/newlive/live/hls/57/live.m3u8
贵州卫视,http://222.188.68.38:8888/newlive/live/hls/51/live.m3u8
贵州卫视,http://101.71.176.182:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://222.189.51.62:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://221.2.146.228:8888/newlive/live/hls/32/live.m3u8
贵州卫视,http://110.53.191.212:9901/tsfile/live/0120_1.m3u8
贵州卫视,http://111.207.22.10:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://58.19.38.233:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://tvbox.netsite.cc/proxy/1114625252/1114625252.m3u8
贵州卫视,http://tvbox.netsite.cc/proxy/344811278/344811278.m3u8
贵州卫视,http://video.qd.sdu.edu.cn/liverespath/11e39871ee899ed6c7bddadb1c83cbd658562297/index.m3u8
贵州卫视HD,http://120.76.248.139/live/bfgd/4200000101.m3u8
贵州卫视HD,http://ddns.372101.best:9981/stream/channelid/2126576302?profile=pass
贵州松桃新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8
海南频道,#genre#
海南公共,
海南公共,https://epg.pw/stream/abd07e6b77f016555c639dcd2ef331cdeb59e7153f90b2ada356b9d68e8a7787.m3u8
海南少儿,
海南文旅,
海南文旅,https://epg.pw/stream/18019bf7e6f8be0fbfe9fffe085b73f374c59a7dc1a8cf334cfb84c6c7e98a74.m3u8
海南自贸,
海南卫视,http://5f11df.tv.netsite.cc/proxy/2019508840/2019508840.m3u8
海南卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024055603.m3u8
海南卫视,http://58.248.112.205:8006/GD_CUCC/G_HAINAN-HQ.m3u8?Authinfo=rXkmbbZhLH3Xhx6sgXqqNYylaOGCCbFI4KByW%2F87hUz5B2cr%2BbHnB%2BDaMmm%2BwLki
海南卫视,http://111.75.151.236:50085/newlive/live/hls/42/live.m3u8
海南卫视,http://112.25.105.140/sx.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000291503.m3u8
海南卫视,http://58.48.37.158:1111/tsfile/live/1007_1.m3u8
海南卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8
海南卫视,http://117.141.194.182:39581/stream/channelid/62850220
海南卫视,http://118.144.105.55:91/live/LYWS-1500k/live.m3u8
海南卫视,http://58.223.166.16/live2.rxip.sc96655.com/live/hnws_4000.m3u8
海南卫视,http://58.248.112.229:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKuHFzyLGvmSMltQzCpEgABbzTx6xqsUWMTeDo0%2FrycmR&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715182081651&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e5a049b2f5521&FvSeid=77fd5578ee68091a&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4380&Fsv_chan_hls_se_idx=20&Fsv_TBt=4357088&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_HAINAN-HQ&Fsv_CMSID=GD_CUCC
海南卫视,http://117.161.12.124/live/program/live/hainanwshd8m/8000000/mnf.m3u8
海南卫视,http://43.132.64.50/outlivecloud-cdn.ysp.cctv.cn/ysp/2024055603.m3u8
海南卫视,http://tvbox.netsite.cc/proxy/1505336139/1505336139.m3u8
海南卫视,http://tvbox.netsite.cc/proxy/2019508840/2019508840.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227139/index.m3u8
海南卫视,http://ddns.372101.best:9981/stream/channelid/1954066632?profile=pass
海南卫视,https://live2.hnntv.cn/srs/tv/lywsgq.m3u8?_upt=681685621714202459
海南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://video.qd.sdu.edu.cn/liverespath/6439a34cf7b96bdfd8c4234fc91cb4912c9becd1/index.m3u8
海南卫视,http://222.189.51.62:8888/newlive/live/hls/44/live.m3u8
海南卫视,http://222.188.68.38:8888/newlive/live/hls/34/live.m3u8
海南卫视,http://101.71.176.182:8888/newlive/live/hls/49/live.m3u8
海南卫视,http://36.96.38.246:8888/newlive/live/hls/42/live.m3u8
海南卫视,https://iptv.luas.edu.cn/liverespath/6439a34cf7b96bdfd8c4234fc91cb4912c9becd1/a9d3355361-0-0-9516fa9fec91286e254ead3ca0961a27/index.m3u8
海南卫视HD,http://120.76.248.139/live/bfgd/4200000473.m3u8
海南卫视HD,http://ddns.372101.best:9981/stream/channelid/1053309459?profile=pass
河北频道,#genre#
魏县新闻综合,
张家口综合,
秦皇岛综合,
秦皇岛公共,
秦皇岛影视,
唐山综合,
唐山生活,
唐山影视,
唐山公共,
廊坊综合,
廊坊公共,
保定综合,
衡水综合,
衡水公共,
邢台综合,
邢台生活,
丰宁综合,
河北卫视,http://58.248.112.205:8006/GD_CUCC/G_HEBEI-CQ.m3u8?Authinfo=3iRp8RZG1d3hGsaPmj%2FtHQcq7ejyAAXuDG88sZCpS0RSM%2B19aM2hw2IMIRHBBV72
河北卫视,http://111.75.151.236:50085/newlive/live/hls/51/live.m3u8
